Epoch,IP,Port,Avg SYN-ACK Time,Avg Transmission Time,Avg Throughput,Handshake Rate,Request Rate
1,192.168.0.1,80,0.22548158168792726,14.062080169399996,179.65526701673699,80.0,100.0
1,192.168.0.176,3128,0.03334057331085205,11.103634064001017,189.86205966684366,100.0,90.0
2,192.168.0.1,80,0.0257875919342041,15.655331037699943,245.2188239657957,100.0,100.0
2,192.168.0.176,3128,0.03334057331085205,11.103634064001017,189.86205966684366,100.0,90.0
3,192.168.0.1,80,0.12860138416290284,13.000583920999997,174.96404773764885,90.0,100.0
3,192.168.0.176,3128,0.03334057331085205,11.103634064001017,189.86205966684366,100.0,90.0
4,192.168.0.1,80,0.12749857902526857,14.297703497299882,198.8603980043876,90.0,100.0
4,192.168.0.176,3128,0.03334057331085205,11.103634064001017,189.86205966684366,100.0,90.0
5,192.168.0.1,80,0.035121607780456546,14.202063381600237,169.04635012090336,100.0,100.0
5,192.168.0.176,3128,0.03334057331085205,11.103634064001017,189.86205966684366,100.0,90.0
6,192.168.0.1,80,0.033961009979248044,13.847975637800118,213.71627251434856,100.0,100.0
6,192.168.0.176,3128,0.03334057331085205,11.103634064001017,189.86205966684366,100.0,90.0
7,192.168.0.1,80,0.128769850730896,15.932903583099687,256.23690802732756,90.0,100.0
7,192.168.0.176,3128,0.03334057331085205,11.103634064001017,189.86205966684366,100.0,90.0
8,192.168.0.176,3128,0.03334057331085205,11.103634064001017,189.86205966684366,100.0,90.0
8,192.168.0.1,80,0.22146828174591066,16.145513036100603,229.91139827330375,80.0,100.0
9,192.168.0.176,3128,0.03396596908569336,15.074092557298718,248.59786719090744,100.0,100.0
9,192.168.0.1,80,0.22146828174591066,16.145513036100603,229.91139827330375,80.0,100.0
10,192.168.0.176,3128,0.13488962650299072,14.427477742600605,290.52164484002526,90.0,100.0
10,192.168.0.1,80,0.22146828174591066,16.145513036100603,229.91139827330375,80.0,100.0
1,192.168.0.176,1080,0.029970455169677734,15.259887565400641,238.26611819583505,100.0,90.0
2,192.168.0.176,1080,0.22792291641235352,16.839445920100115,155.5692463636423,80.0,100.0
3,192.168.0.176,1080,0.03528926372528076,15.071822039400285,238.89000892495233,100.0,100.0
4,192.168.0.176,1080,0.034183597564697264,13.347974474300281,162.4374248576393,100.0,100.0
5,192.168.0.176,1080,0.03223462104797363,11.477445675600393,338.72506291287294,100.0,90.0
6,192.168.0.176,1080,0.13300702571868897,15.685951652999938,237.41900981784792,90.0,100.0
7,192.168.0.176,1080,0.13119964599609374,16.8771067372003,181.03023668574124,90.0,100.0
8,192.168.0.176,1080,0.03809337615966797,16.600930914299898,231.72185353763666,100.0,100.0
9,192.168.0.176,1080,0.030191612243652344,17.384117979700385,246.99523968975927,100.0,100.0
10,192.168.0.176,1080,0.03556528091430664,11.807149690299775,219.2360861091867,100.0,100.0
