Epoch,IP,Port,Avg SYN-ACK Time,Avg Transmission Time,Avg Throughput,Handshake Rate,Request Rate
1,192.168.0.1,80,0.12638986110687256,13.945242807099566,281.633671757528,90.0,100.0
1,192.168.0.176,3128,0.1278778314590454,12.971566793400052,312.1006521564856,90.0,100.0
2,192.168.0.1,80,0.03339791297912598,9.709204861599574,201.13803887702264,100.0,100.0
2,192.168.0.176,3128,0.1278778314590454,12.971566793400052,312.1006521564856,90.0,100.0
3,192.168.0.176,3128,0.1278778314590454,12.971566793400052,312.1006521564856,90.0,100.0
3,192.168.0.1,80,0.12823123931884767,11.13969945160061,243.84509331054224,90.0,100.0
4,192.168.0.176,3128,0.03517904281616211,12.19764443439999,227.01958869702813,100.0,100.0
4,192.168.0.1,80,0.12823123931884767,11.13969945160061,243.84509331054224,90.0,100.0
5,192.168.0.1,80,0.12823123931884767,11.13969945160061,243.84509331054224,90.0,100.0
5,192.168.0.176,3128,0.1293252944946289,11.811433022399797,231.57206861816184,90.0,100.0
6,192.168.0.1,80,0.030486345291137695,10.910946206699737,192.6035032179718,100.0,100.0
6,192.168.0.176,3128,0.1293252944946289,11.811433022399797,231.57206861816184,90.0,100.0
7,192.168.0.1,80,0.02735583782196045,12.652605422200576,255.61331603791223,100.0,100.0
7,192.168.0.176,3128,0.1293252944946289,11.811433022399797,231.57206861816184,90.0,100.0
8,192.168.0.176,3128,0.1293252944946289,11.811433022399797,231.57206861816184,90.0,100.0
8,192.168.0.1,80,0.12812623977661133,9.826725457600332,222.75087404490074,90.0,100.0
9,192.168.0.176,3128,0.0354804277420044,13.460941802399248,200.10481331123674,100.0,100.0
9,192.168.0.1,80,0.12812623977661133,9.826725457600332,222.75087404490074,90.0,100.0
10,192.168.0.1,80,0.12812623977661133,9.826725457600332,222.75087404490074,90.0,100.0
10,192.168.0.176,3128,0.12294998168945312,12.65113312790054,197.4004261800773,90.0,100.0
1,192.168.0.176,1080,0.1301053285598755,11.488504628699593,189.5980466991951,90.0,100.0
2,192.168.0.176,1080,0.03891246318817139,10.46212974979935,221.6609241349823,100.0,100.0
3,192.168.0.176,1080,0.22709720134735106,12.56049936100062,306.2094524230048,80.0,100.0
4,192.168.0.176,1080,0.032284665107727054,11.026102138700661,160.38739089463212,100.0,100.0
5,192.168.0.176,1080,0.03713071346282959,9.108286869400036,253.96138999833684,100.0,100.0
6,192.168.0.176,1080,0.029624056816101075,11.390351686699796,290.2856080103036,100.0,100.0
7,192.168.0.176,1080,0.0348189115524292,11.917333179098932,327.47581766123903,100.0,100.0
8,192.168.0.176,1080,0.03726978302001953,11.86265631589995,273.6704056799023,100.0,100.0
9,192.168.0.176,1080,0.03170173168182373,12.166476564900222,232.3129860066013,100.0,100.0
10,192.168.0.176,1080,0.029053783416748045,10.095588406300157,258.59078436172797,100.0,100.0
